,Date,price_bitcoin,open_bitcoin,high_bitcoin,low_bitcoin,vol_bitcoin,Change_bitcoin_%,price_dowjones,open_dowjones,high_dowjones,low_dowjones,vol_dowjones,change_dowjones,price_nasdaq,open_nasdaq,high_nasdaq,low_nasdaq,vol_nasdaq,change_nasdaq,price_sp,open_sp,high_sp,low_sp,change_sp,trend_bitcoins
2775,2013-09-08,126.3,129.0,129.9,124.1,7.35,2.07,14922.5,14941.55,15009.84,14789.4,108.41,0.1,3660.01,3672.82,3677.07,3618.77,390.5,0.03,1655.17,1657.44,1664.83,1640.62,0.01,3.0
2776,2013-09-07,129.0,121.9,131.0,121.3,14.19,5.82,14922.5,14941.55,15009.84,14789.4,108.41,0.1,3660.01,3672.82,3677.07,3618.77,390.5,0.03,1655.17,1657.44,1664.83,1640.62,0.01,3.0
2777,2013-09-06,121.9,130.2,134.0,121.9,19.17,6.37,14922.5,14941.55,15009.84,14789.4,108.41,0.1,3660.01,3672.82,3677.07,3618.77,390.5,0.03,1655.17,1657.44,1664.83,1640.62,0.01,5.0
2778,2013-09-05,130.2,132.5,138.0,127.2,27.03,1.74,14937.48,14929.49,14987.47,14923.27,101.01,0.04,3658.78,3652.44,3665.01,3651.17,337.42,0.27,1655.08,1653.28,1659.17,1653.07,0.12,6.0
2779,2013-09-04,132.5,144.0,145.8,130.1,28.75,7.98,14930.87,14832.42,14956.74,14799.09,122.15,0.65,3649.04,3619.05,3651.78,3612.22,428.67,1.01,1653.08,1640.72,1655.72,1637.41,0.81,4.0
2780,2013-09-03,144.0,144.0,148.9,142.2,17.0,0.0,14833.96,14801.55,14933.35,14777.48,142.53,0.16,3612.61,3622.64,3637.06,3593.62,411.22,0.63,1639.77,1635.95,1651.35,1633.41,0.42,3.0
2781,2013-09-02,144.0,146.0,148.5,142.1,10.65,1.38,14810.31,14844.1,14848.24,14762.35,135.85,0.21,3589.87,3621.59,3621.78,3581.05,365.19,0.84,1632.97,1638.89,1640.08,1628.05,0.32,4.0
2782,2013-09-01,146.0,141.0,147.3,141.0,14.1,3.55,14810.31,14844.1,14848.24,14762.35,135.85,0.21,3589.87,3621.59,3621.78,3581.05,365.19,0.84,1632.97,1638.89,1640.08,1628.05,0.32,5.0
2783,2013-08-31,141.0,138.0,148.7,135.9,31.15,2.15,14810.31,14844.1,14848.24,14762.35,135.85,0.21,3589.87,3621.59,3621.78,3581.05,365.19,0.84,1632.97,1638.89,1640.08,1628.05,0.32,5.0
2784,2013-08-30,138.0,129.3,142.8,128.6,46.07,6.75,14810.31,14844.1,14848.24,14762.35,135.85,0.21,3589.87,3621.59,3621.78,3581.05,365.19,0.84,1632.97,1638.89,1640.08,1628.05,0.32,3.0
2785,2013-08-29,129.3,128.8,131.2,128.2,8.22,0.42,14840.95,14817.91,14916.01,14792.11,93.17,0.11,3620.3,3587.07,3635.84,3587.07,304.41,0.75,1638.17,1633.5,1646.41,1630.88,0.2,7.0
2786,2013-08-28,128.8,131.3,131.7,128.0,12.56,1.93,14824.51,14770.99,14867.4,14760.41,104.62,0.33,3593.35,3579.11,3607.36,3578.8,314.63,0.41,1634.96,1630.25,1641.18,1627.47,0.27,6.0
2787,2013-08-27,131.3,120.1,133.0,120.0,53.85,9.34,14776.13,14939.25,14939.25,14765.42,118.61,1.14,3578.52,3616.06,3629.95,3573.57,371.07,2.16,1630.48,1652.54,1652.54,1629.05,1.59,8.0
2788,2013-08-26,120.1,122.1,123.0,119.9,11.44,1.67,14946.46,15014.58,15049.98,14945.24,102.82,0.43,3657.57,3661.8,3684.22,3652.26,320.25,0.01,1656.78,1664.29,1669.51,1656.02,0.4,5.0
2789,2013-08-25,122.1,119.6,123.0,119.1,7.44,2.1,15010.51,14988.78,15025.56,14931.24,131.86,0.31,3657.79,3659.21,3660.66,3643.86,342.96,0.52,1663.5,1659.92,1664.85,1654.81,0.39,6.0
2790,2013-08-24,119.6,118.5,121.4,118.0,8.96,0.92,15010.51,14988.78,15025.56,14931.24,131.86,0.31,3657.79,3659.21,3660.66,3643.86,342.96,0.52,1663.5,1659.92,1664.85,1654.81,0.39,7.0
2791,2013-08-23,118.5,122.0,122.0,118.4,19.47,2.86,15010.51,14988.78,15025.56,14931.24,131.86,0.31,3657.79,3659.21,3660.66,3643.86,342.96,0.52,1663.5,1659.92,1664.85,1654.81,0.39,6.0
2792,2013-08-22,122.0,123.3,124.5,120.5,13.96,1.05,14963.74,14908.6,14989.12,14899.0,153.49,0.44,3638.71,3614.14,3639.21,3613.93,257.82,1.08,1656.96,1645.03,1659.55,1645.03,0.86,6.0
2793,2013-08-21,123.3,121.2,125.0,119.7,30.64,1.73,14897.55,14993.81,15019.7,14880.84,98.34,0.7,3599.79,3603.68,3630.23,3589.02,340.21,0.38,1642.8,1650.66,1656.99,1639.43,0.58,7.0
2794,2013-08-20,121.2,118.5,123.0,116.8,24.29,2.28,15002.99,15011.82,15074.92,14992.16,102.34,0.05,3613.59,3596.77,3625.26,3593.14,297.61,0.68,1652.35,1646.81,1658.92,1646.08,0.38,5.0
2795,2013-08-19,118.5,113.4,123.8,111.8,53.07,4.52,15010.74,15076.79,15106.39,15005.42,111.66,0.47,3589.09,3601.88,3623.48,3589.03,326.25,0.38,1646.06,1655.25,1659.18,1645.84,0.59,9.0
2796,2013-08-18,113.4,112.8,114.7,112.0,9.62,0.56,15081.47,15112.57,15139.77,15054.38,151.62,0.2,3602.78,3603.78,3621.46,3598.65,402.4,0.09,1655.83,1661.22,1663.6,1652.61,0.33,7.0
2797,2013-08-17,112.8,109.0,114.0,108.2,12.78,3.45,15081.47,15112.57,15139.77,15054.38,151.62,0.2,3602.78,3603.78,3621.46,3598.65,402.4,0.09,1655.83,1661.22,1663.6,1652.61,0.33,6.0
2798,2013-08-16,109.0,110.0,112.3,108.2,13.54,0.91,15081.47,15112.57,15139.77,15054.38,151.62,0.2,3602.78,3603.78,3621.46,3598.65,402.4,0.09,1655.83,1661.22,1663.6,1652.61,0.33,7.0
2799,2013-08-15,110.0,112.6,113.3,108.8,15.86,2.28,15112.19,15332.71,15332.71,15094.03,128.34,1.47,3606.12,3625.36,3626.77,3600.96,388.14,1.72,1661.32,1679.61,1679.61,1658.59,1.43,9.0
2800,2013-08-14,112.6,109.6,115.0,108.0,50.57,2.7,15337.66,15447.71,15453.08,15316.62,91.03,0.73,3669.27,3683.97,3686.55,3668.74,360.84,0.41,1685.39,1693.88,1695.52,1684.83,0.52,9.0
2801,2013-08-13,109.6,106.8,109.6,104.5,18.75,2.61,15451.01,15420.68,15504.14,15342.34,84.79,0.2,3684.44,3675.37,3691.06,3648.82,361.42,0.39,1694.16,1690.65,1696.81,1682.62,0.28,6.0
2802,2013-08-12,106.8,105.0,108.1,103.5,20.08,1.72,15419.68,15415.22,15441.75,15359.93,78.06,0.04,3669.95,3645.78,3673.51,3645.39,323.06,0.27,1689.47,1688.37,1691.49,1683.35,0.12,7.0
2803,2013-08-11,105.0,103.0,105.2,102.7,8.17,1.94,15425.51,15496.63,15507.76,15346.65,81.18,0.47,3660.11,3664.27,3677.83,3649.69,348.49,0.25,1691.42,1696.1,1699.42,1686.02,0.36,7.0
2804,2013-08-10,103.0,102.8,103.9,102.4,4.0,0.19,15425.51,15496.63,15507.76,15346.65,81.18,0.47,3660.11,3664.27,3677.83,3649.69,348.49,0.25,1691.42,1696.1,1699.42,1686.02,0.36,4.0
2805,2013-08-09,102.8,103.1,105.8,101.9,12.04,0.24,15425.51,15496.63,15507.76,15346.65,81.18,0.47,3660.11,3664.27,3677.83,3649.69,348.49,0.25,1691.42,1696.1,1699.42,1686.02,0.36,7.0
2806,2013-08-08,103.1,106.0,106.7,101.0,24.02,2.77,15498.32,15477.27,15557.12,15418.6,90.99,0.18,3669.12,3672.21,3675.71,3649.64,374.29,0.41,1697.48,1693.35,1700.18,1688.38,0.39,8.0
2807,2013-08-07,106.0,106.6,107.0,105.2,7.72,0.53,15470.67,15516.21,15516.21,15421.75,88.43,0.31,3654.01,3658.53,3663.2,3633.59,376.95,0.32,1690.91,1695.3,1695.3,1684.91,0.38,4.0
2808,2013-08-06,106.6,106.7,107.5,105.1,13.41,0.15,15518.74,15608.44,15608.44,15473.4,87.73,0.6,3665.77,3685.39,3690.32,3654.67,345.09,0.74,1697.37,1705.79,1705.79,1693.29,0.57,6.0
2809,2013-08-05,106.7,105.1,107.8,105.0,15.44,1.52,15612.13,15651.98,15655.21,15584.83,76.85,0.3,3692.95,3682.67,3694.19,3681.34,300.01,0.09,1707.14,1708.01,1709.24,1703.55,0.15,6.0
2810,2013-08-04,105.1,104.9,106.0,103.5,6.38,0.16,15658.36,15627.56,15658.43,15558.68,104.84,0.19,3689.59,3671.11,3689.59,3663.88,362.14,0.38,1709.67,1706.1,1709.67,1700.68,0.16,8.0
2811,2013-08-03,104.9,104.5,105.9,102.0,8.9,0.43,15658.36,15627.56,15658.43,15558.68,104.84,0.19,3689.59,3671.11,3689.59,3663.88,362.14,0.38,1709.67,1706.1,1709.67,1700.68,0.16,4.0
2812,2013-08-02,104.5,104.0,108.0,101.2,27.5,0.48,15658.36,15627.56,15658.43,15558.68,104.84,0.19,3689.59,3671.11,3689.59,3663.88,362.14,0.38,1709.67,1706.1,1709.67,1700.68,0.16,4.0
2813,2013-08-01,104.0,106.2,108.0,103.0,15.02,2.08,15628.02,15503.85,15650.69,15503.85,111.04,0.83,3675.74,3654.18,3678.5,3653.74,400.21,1.36,1706.87,1689.42,1707.85,1689.42,1.25,4.0
2814,2013-07-31,106.2,108.0,111.7,103.6,45.5,1.62,15499.54,15528.57,15634.32,15492.96,145.12,0.14,3626.37,3627.66,3649.35,3624.77,454.73,0.27,1685.73,1687.76,1698.43,1684.94,0.01,7.0
2815,2013-07-30,108.0,101.5,108.0,100.5,27.85,6.39,15520.59,15534.49,15593.91,15479.13,117.55,0.01,3616.47,3612.36,3629.12,3606.33,380.42,0.48,1685.96,1687.92,1693.19,1682.42,0.04,7.0
2816,2013-07-29,101.5,98.8,102.8,98.4,24.74,2.73,15521.97,15557.14,15557.14,15482.27,87.24,0.24,3599.14,3604.29,3618.85,3592.8,313.13,0.39,1685.33,1690.32,1690.92,1681.86,0.37,6.0
2817,2013-07-28,98.8,94.4,100.6,94.0,42.23,4.64,15558.83,15547.85,15560.97,15405.16,94.88,0.02,3613.16,3584.85,3613.33,3581.26,388.83,0.22,1691.65,1687.31,1691.85,1676.03,0.08,6.0
2818,2013-07-27,94.4,96.0,97.0,93.0,15.12,1.69,15558.83,15547.85,15560.97,15405.16,94.88,0.02,3613.16,3584.85,3613.33,3581.26,388.83,0.22,1691.65,1687.31,1691.85,1676.03,0.08,2.0
2819,2013-07-26,96.0,96.9,97.5,96.0,11.15,0.96,15558.83,15547.85,15560.97,15405.16,94.88,0.02,3613.16,3584.85,3613.33,3581.26,388.83,0.22,1691.65,1687.31,1691.85,1676.03,0.08,6.0
2820,2013-07-25,96.9,95.1,97.5,93.6,22.51,1.96,15555.61,15539.17,15560.33,15455.59,103.26,0.09,3605.19,3589.46,3606.19,3579.2,491.34,0.71,1690.25,1685.21,1690.94,1680.07,0.26,5.0
2821,2013-07-24,95.1,95.6,96.0,92.3,14.6,0.49,15542.24,15576.69,15602.6,15496.84,99.32,0.16,3579.6,3605.26,3606.28,3573.53,416.68,0.01,1685.94,1696.06,1698.38,1682.57,0.38,4.0
2822,2013-07-23,95.6,91.6,97.1,91.6,24.61,4.32,15567.74,15547.0,15604.22,15544.06,98.69,0.14,3579.27,3606.7,3606.7,3576.96,362.45,0.59,1692.39,1696.63,1698.78,1691.13,0.19,5.0
2823,2013-07-22,91.6,92.0,92.0,89.8,9.1,0.43,15545.55,15543.97,15576.21,15516.2,130.82,0.01,3600.39,3599.87,3601.92,3587.46,362.97,0.36,1695.53,1694.41,1697.61,1690.67,0.2,5.0
2824,2013-07-21,92.0,89.8,92.0,88.0,8.77,2.43,15543.74,15524.27,15544.55,15491.96,229.26,0.03,3587.61,3581.9,3589.05,3578.57,463.03,0.66,1692.09,1686.15,1692.09,1684.08,0.16,5.0
2825,2013-07-20,89.8,92.0,93.1,89.3,9.43,2.37,15543.74,15524.27,15544.55,15491.96,229.26,0.03,3587.61,3581.9,3589.05,3578.57,463.03,0.66,1692.09,1686.15,1692.09,1684.08,0.16,8.0
2826,2013-07-19,92.0,90.1,95.2,87.6,27.68,2.14,15543.74,15524.27,15544.55,15491.96,229.26,0.03,3587.61,3581.9,3589.05,3578.57,463.03,0.66,1692.09,1686.15,1692.09,1684.08,0.16,3.0
2827,2013-07-18,90.1,98.5,98.8,86.2,59.5,8.56,15548.54,15465.91,15589.4,15465.91,136.27,0.5,3611.28,3610.03,3624.54,3607.09,377.39,0.04,1689.37,1681.05,1693.12,1681.05,0.5,5.0
2828,2013-07-17,98.5,97.1,100.0,96.2,17.27,1.44,15470.52,15456.92,15502.0,15438.12,126.24,0.12,3610.0,3608.13,3615.79,3600.69,358.96,0.32,1680.91,1677.91,1684.75,1677.91,0.28,5.0
2829,2013-07-16,97.1,98.9,100.7,96.0,16.53,1.81,15451.85,15485.03,15498.16,15415.71,105.97,0.21,3598.5,3611.0,3611.35,3589.65,366.49,0.25,1676.26,1682.7,1683.73,1671.84,0.37,4.0
2830,2013-07-15,98.9,94.4,101.9,93.1,34.51,4.73,15484.26,15459.69,15509.48,15455.77,99.43,0.13,3607.49,3601.09,3609.59,3591.54,333.35,0.21,1682.5,1679.59,1684.51,1677.89,0.14,5.0
2831,2013-07-14,94.4,98.3,99.0,92.9,12.34,3.97,15464.3,15460.69,15498.39,15410.27,130.14,0.02,3600.08,3579.58,3600.08,3576.57,420.8,0.61,1680.19,1675.26,1680.19,1672.33,0.31,3.0
2832,2013-07-13,98.3,94.0,98.3,87.8,34.46,4.61,15464.3,15460.69,15498.39,15410.27,130.14,0.02,3600.08,3579.58,3600.08,3576.57,420.8,0.61,1680.19,1675.26,1680.19,1672.33,0.31,5.0
2833,2013-07-12,94.0,89.0,104.2,88.0,101.55,5.63,15464.3,15460.69,15498.39,15410.27,130.14,0.02,3600.08,3579.58,3600.08,3576.57,420.8,0.61,1680.19,1675.26,1680.19,1672.33,0.31,4.0
2834,2013-07-11,89.0,88.0,90.7,85.0,35.57,1.11,15460.92,15298.0,15483.55,15298.0,124.95,1.11,3578.3,3557.79,3579.29,3552.52,403.9,1.63,1675.02,1657.41,1676.63,1657.41,1.36,7.0
2835,2013-07-10,88.0,76.7,89.8,75.5,60.07,14.73,15291.66,15298.03,15348.95,15258.89,105.05,0.06,3520.76,3502.11,3522.99,3502.0,372.21,0.47,1652.62,1651.56,1657.92,1647.66,0.02,6.0
2836,2013-07-09,76.7,76.0,78.3,72.5,32.52,0.92,15300.34,15228.46,15320.42,15228.46,109.27,0.5,3504.26,3501.25,3508.81,3484.79,385.45,0.56,1652.32,1642.89,1654.18,1642.89,0.72,5.0
2837,2013-07-08,76.0,76.5,80.0,72.5,58.99,0.65,15224.69,15137.22,15262.72,15137.22,136.82,0.59,3484.83,3493.81,3495.51,3475.39,380.07,0.16,1640.46,1634.2,1644.68,1634.2,0.53,5.0
2838,2013-07-07,76.5,69.7,77.0,66.6,42.95,9.82,15135.84,14995.46,15137.51,14971.2,94.56,0.98,3479.38,3468.48,3479.46,3441.78,311.46,1.04,1631.89,1618.65,1632.07,1614.71,1.02,5.0
2839,2013-07-06,69.7,68.5,75.0,66.8,41.04,1.69,15135.84,14995.46,15137.51,14971.2,94.56,0.98,3479.38,3468.48,3479.46,3441.78,311.46,1.04,1631.89,1618.65,1632.07,1614.71,1.02,4.0
2840,2013-07-05,68.5,80.0,80.6,65.4,91.06,14.42,15135.84,14995.46,15137.51,14971.2,94.56,0.98,3479.38,3468.48,3479.46,3441.78,311.46,1.04,1631.89,1618.65,1632.07,1614.71,1.02,6.0
2841,2013-07-04,80.0,78.9,84.3,72.0,63.55,1.46,14988.55,14923.73,15025.9,14858.93,61.0,0.38,3443.67,3420.27,3455.42,3417.88,230.42,0.3,1615.41,1611.48,1618.97,1604.57,0.08,7.0
2842,2013-07-03,78.9,90.4,91.2,76.0,73.62,12.74,14988.55,14923.73,15025.9,14858.93,61.0,0.38,3443.67,3420.27,3455.42,3417.88,230.42,0.3,1615.41,1611.48,1618.97,1604.57,0.08,8.0
2843,2013-07-02,90.4,88.1,92.6,87.5,27.77,2.68,14932.41,14973.04,15049.22,14870.51,116.61,0.28,3433.4,3430.69,3453.29,3415.23,397.17,0.03,1614.08,1614.29,1624.26,1606.77,0.05,12.0
2844,2013-07-01,88.1,97.5,98.2,86.0,53.17,9.7,14974.96,14911.6,15083.28,14911.6,120.57,0.44,3434.49,3430.48,3454.43,3430.31,394.86,0.92,1614.96,1609.78,1626.61,1609.78,0.54,4.0
2845,2013-06-30,97.5,95.0,98.1,93.8,8.58,2.64,14909.6,15016.58,15034.63,14884.8,230.0,0.76,3403.25,3389.3,3422.2,3382.75,1.13,0.04,1606.28,1611.12,1615.94,1601.06,0.43,8.0
2846,2013-06-29,95.0,94.7,100.4,93.0,25.54,0.36,14909.6,15016.58,15034.63,14884.8,230.0,0.76,3403.25,3389.3,3422.2,3382.75,1.13,0.04,1606.28,1611.12,1615.94,1601.06,0.43,5.0
2847,2013-06-28,94.7,101.7,101.8,92.3,47.77,6.96,14909.6,15016.58,15034.63,14884.8,230.0,0.76,3403.25,3389.3,3422.2,3382.75,1.13,0.04,1606.28,1611.12,1615.94,1601.06,0.43,7.0
2848,2013-06-27,101.7,104.0,104.0,100.1,14.73,2.17,15024.49,14921.28,15075.01,14921.28,113.65,0.77,3401.86,3395.79,3412.79,3395.41,392.16,0.76,1613.2,1606.44,1620.07,1606.44,0.62,6.0
2849,2013-06-26,104.0,103.3,105.5,101.8,13.23,0.65,14910.14,14769.99,14938.98,14769.68,133.23,1.02,3376.22,3375.7,3383.7,3365.48,393.98,0.85,1603.26,1592.27,1606.83,1592.27,0.96,5.0
2850,2013-06-25,103.3,102.1,110.0,100.0,93.71,1.21,14760.31,14669.69,14812.03,14669.69,135.94,0.69,3347.89,3350.59,3358.31,3327.69,408.55,0.82,1588.03,1577.52,1593.79,1577.09,0.95,6.0
2851,2013-06-24,102.1,107.9,108.3,100.8,28.9,5.38,14659.56,14795.79,14795.79,14551.27,158.67,0.94,3320.76,3326.38,3344.66,3294.95,493.6,1.09,1573.09,1588.77,1588.77,1560.33,1.21,5.0
2852,2013-06-23,107.9,108.2,109.0,106.2,11.05,0.28,14799.4,14760.62,14858.56,14688.43,420.08,0.28,3357.25,3367.81,3377.3,3326.86,1.08,0.22,1592.43,1588.62,1599.19,1577.7,0.27,5.0
2853,2013-06-22,108.2,109.5,110.0,107.5,7.28,1.19,14799.4,14760.62,14858.56,14688.43,420.08,0.28,3357.25,3367.81,3377.3,3326.86,1.08,0.22,1592.43,1588.62,1599.19,1577.7,0.27,5.0
2854,2013-06-21,109.5,111.3,115.0,107.6,38.08,1.61,14799.4,14760.62,14858.56,14688.43,420.08,0.28,3357.25,3367.81,3377.3,3326.86,1.08,0.22,1592.43,1588.62,1599.19,1577.7,0.27,4.0
2855,2013-06-20,111.3,108.3,114.5,107.1,43.09,2.81,14758.32,15105.51,15105.51,14732.03,172.63,2.34,3364.64,3405.14,3412.94,3355.93,496.99,2.28,1588.19,1624.62,1624.62,1584.32,2.5,5.0
2856,2013-06-19,108.3,107.3,111.0,104.7,17.57,0.84,15112.19,15315.47,15322.07,15112.11,111.38,1.35,3443.2,3483.59,3485.45,3443.2,389.86,1.12,1628.93,1651.83,1652.45,1628.91,1.39,7.0
2857,2013-06-18,107.3,101.9,113.3,101.0,60.61,5.3,15318.23,15186.3,15340.09,15186.3,99.21,0.91,3482.18,3456.29,3488.31,3456.09,358.54,0.87,1651.81,1639.77,1654.19,1639.77,0.78,4.0
2858,2013-06-17,101.9,99.9,102.4,98.9,15.19,2.05,15179.85,15078.71,15261.71,15078.71,139.25,0.73,3452.13,3449.97,3468.56,3436.34,366.21,0.83,1639.04,1630.64,1646.5,1630.34,0.76,7.0
2859,2013-06-16,99.9,99.8,101.8,98.9,8.66,0.1,15070.18,15178.08,15205.92,15044.8,107.43,0.7,3423.56,3442.31,3448.4,3419.32,340.27,0.63,1626.73,1635.52,1640.8,1623.96,0.59,7.0
2860,2013-06-15,99.8,100.0,103.7,97.5,22.53,0.2,15070.18,15178.08,15205.92,15044.8,107.43,0.7,3423.56,3442.31,3448.4,3419.32,340.27,0.63,1626.73,1635.52,1640.8,1623.96,0.59,7.0
2861,2013-06-14,100.0,103.9,104.7,97.1,36.05,3.8,15070.18,15178.08,15205.92,15044.8,107.43,0.7,3423.56,3442.31,3448.4,3419.32,340.27,0.63,1626.73,1635.52,1640.8,1623.96,0.59,3.0
2862,2013-06-13,103.9,108.8,110.3,100.3,30.44,4.44,15176.08,14992.54,15202.27,14953.45,104.49,1.21,3445.36,3398.54,3451.03,3387.61,361.12,1.32,1636.36,1612.15,1639.25,1608.07,1.48,4.0
2863,2013-06-12,108.8,109.0,112.3,106.0,17.7,0.2,14995.23,15130.39,15241.28,14981.21,105.77,0.84,3400.43,3458.14,3459.18,3395.91,358.76,1.06,1612.52,1629.94,1637.71,1610.92,0.84,7.0
2864,2013-06-11,109.0,106.3,109.6,103.2,16.13,2.49,15122.02,15231.38,15251.07,15086.09,101.61,0.76,3436.95,3436.62,3466.57,3426.57,357.18,1.06,1626.13,1638.64,1640.13,1622.92,1.02,6.0
2865,2013-06-10,106.3,100.4,110.6,95.0,64.32,5.88,15238.59,15247.81,15300.64,15211.25,94.25,0.06,3473.77,3475.68,3484.81,3465.54,356.29,0.13,1642.81,1644.67,1648.69,1639.26,0.03,8.0
2866,2013-06-09,100.4,107.9,109.0,88.0,149.43,6.91,15248.12,15044.46,15255.58,15044.46,137.38,1.38,3469.22,3437.84,3471.73,3429.43,412.58,1.32,1643.38,1625.27,1644.4,1625.27,1.28,10.0
2867,2013-06-08,107.9,111.0,113.2,107.0,17.22,2.8,15248.12,15044.46,15255.58,15044.46,137.38,1.38,3469.22,3437.84,3471.73,3429.43,412.58,1.32,1643.38,1625.27,1644.4,1625.27,1.28,7.0
2868,2013-06-07,111.0,119.0,119.1,106.2,65.77,6.7,15248.12,15044.46,15255.58,15044.46,137.38,1.38,3469.22,3437.84,3471.73,3429.43,412.58,1.32,1643.38,1625.27,1644.4,1625.27,1.28,5.0
2869,2013-06-06,119.0,121.9,123.3,117.0,22.1,2.4,15040.62,14955.45,15040.62,14844.22,140.41,0.53,3424.05,3404.41,3424.05,3378.24,444.55,0.66,1622.56,1609.29,1622.56,1598.23,0.85,5.0
2870,2013-06-05,121.9,121.4,123.5,119.5,16.64,0.41,14960.59,15168.1,15168.63,14945.57,141.4,1.43,3401.48,3432.85,3446.15,3397.91,438.82,1.27,1608.9,1629.05,1629.31,1607.09,1.38,5.0
2871,2013-06-04,121.4,120.7,124.0,118.8,21.95,0.55,15177.54,15255.22,15304.98,15100.78,134.28,0.5,3445.26,3467.02,3482.75,3430.02,456.83,0.58,1631.38,1640.73,1646.53,1623.62,0.55,6.0
2872,2013-06-03,120.7,122.5,122.8,115.1,28.9,1.44,15254.03,15123.55,15254.11,15123.55,147.98,0.92,3465.37,3460.76,3465.84,3419.39,519.27,0.27,1640.42,1631.71,1640.42,1622.72,0.59,6.0
2873,2013-06-02,122.5,129.3,130.1,115.0,101.14,5.26,15115.57,15322.22,15392.38,15115.57,208.83,1.36,3455.91,3478.22,3500.67,3455.84,554.18,1.01,1630.74,1652.13,1658.99,1630.74,1.43,7.0
2874,2013-06-01,129.3,128.8,129.8,127.1,6.36,0.37,15115.57,15322.22,15392.38,15115.57,208.83,1.36,3455.91,3478.22,3500.67,3455.84,554.18,1.01,1630.74,1652.13,1658.99,1630.74,1.43,6.0
2875,2013-05-31,128.8,128.8,130.0,126.3,16.58,0.0,15115.57,15322.22,15392.38,15115.57,208.83,1.36,3455.91,3478.22,3500.67,3455.84,554.18,1.01,1630.74,1652.13,1658.99,1630.74,1.43,6.0
2876,2013-05-30,128.8,132.3,132.4,126.5,24.7,2.61,15324.53,15306.02,15398.7,15280.99,121.15,0.14,3491.3,3473.21,3503.82,3473.04,399.85,0.69,1654.41,1649.14,1661.91,1648.61,0.37,7.0
2877,2013-05-29,132.3,129.0,132.7,127.6,19.25,2.52,15302.8,15399.94,15400.25,15229.53,114.02,0.69,3467.52,3471.67,3479.53,3450.4,384.64,0.61,1648.36,1656.57,1656.57,1640.05,0.7,10.0
2878,2013-05-28,129.0,129.8,130.6,125.4,22.8,0.59,15409.39,15307.33,15521.49,15307.33,130.68,0.69,3488.89,3497.9,3514.8,3475.39,420.67,0.86,1660.06,1652.63,1674.21,1652.63,0.63,7.0
2879,2013-05-27,129.8,133.5,135.5,124.0,46.83,2.79,15303.1,15290.74,15306.71,15199.63,105.66,0.06,3459.14,3438.28,3459.47,3429.31,344.65,0.01,1649.6,1646.67,1649.78,1636.88,0.06,7.0
2880,2013-05-26,133.5,132.0,136.0,130.6,23.36,1.14,15303.1,15290.74,15306.71,15199.63,105.66,0.06,3459.14,3438.28,3459.47,3429.31,344.65,0.01,1649.6,1646.67,1649.78,1636.88,0.06,5.0
2881,2013-05-25,132.0,133.1,133.5,128.2,16.84,0.83,15303.1,15290.74,15306.71,15199.63,105.66,0.06,3459.14,3438.28,3459.47,3429.31,344.65,0.01,1649.6,1646.67,1649.78,1636.88,0.06,6.0
2882,2013-05-24,133.1,126.3,134.0,125.4,48.77,5.38,15303.1,15290.74,15306.71,15199.63,105.66,0.06,3459.14,3438.28,3459.47,3429.31,344.65,0.01,1649.6,1646.67,1649.78,1636.88,0.06,4.0
2883,2013-05-23,126.3,123.8,126.9,123.0,22.12,2.02,15294.5,15300.57,15348.41,15180.23,148.81,0.08,3459.42,3426.07,3467.13,3422.51,436.89,0.11,1650.51,1651.62,1655.5,1635.53,0.29,6.0
2884,2013-05-22,123.8,122.9,124.5,122.0,18.31,0.74,15307.17,15387.12,15542.4,15265.96,171.85,0.52,3463.3,3503.48,3532.04,3446.96,503.74,1.11,1655.35,1669.39,1687.18,1648.86,0.83,7.0
2885,2013-05-21,122.9,122.0,123.1,121.1,13.39,0.71,15387.58,15334.97,15434.5,15325.68,122.97,0.34,3502.12,3495.46,3512.15,3486.88,401.05,0.16,1669.16,1666.2,1674.93,1662.67,0.17,8.0
2886,2013-05-20,122.0,122.5,123.7,120.1,17.32,0.39,15335.28,15348.33,15391.84,15314.15,116.42,0.12,3496.43,3490.46,3509.41,3488.13,405.12,0.07,1666.29,1665.71,1672.84,1663.52,0.07,7.0
2887,2013-05-19,122.5,123.2,124.5,119.5,20.57,0.58,15354.4,15234.75,15357.4,15234.75,175.75,0.8,3498.97,3483.41,3499.2,3473.04,497.13,0.97,1667.47,1652.45,1667.47,1652.45,1.03,9.0
2888,2013-05-18,123.2,123.5,125.3,122.3,22.65,0.23,15354.4,15234.75,15357.4,15234.75,175.75,0.8,3498.97,3483.41,3499.2,3473.04,497.13,0.97,1667.47,1652.45,1667.47,1652.45,1.03,7.0
2889,2013-05-17,123.5,118.2,125.6,116.6,79.12,4.48,15354.4,15234.75,15357.4,15234.75,175.75,0.8,3498.97,3483.41,3499.2,3473.04,497.13,0.97,1667.47,1652.45,1667.47,1652.45,1.03,7.0
2890,2013-05-16,118.2,114.2,119.0,112.1,45.23,3.49,15233.22,15273.92,15302.49,15215.82,145.09,0.28,3465.24,3473.16,3485.95,3462.24,425.36,0.18,1650.47,1658.07,1660.51,1648.6,0.5,8.0
2891,2013-05-15,114.2,111.4,116.4,103.0,117.97,2.53,15275.69,15211.87,15301.34,15175.39,124.03,0.4,3471.62,3455.67,3475.48,3452.31,399.04,0.26,1658.78,1649.13,1661.49,1646.68,0.51,10.0
