,Date,price_bitcoin,open_bitcoin,high_bitcoin,low_bitcoin,vol_bitcoin,Change_bitcoin_%,price_dowjones,open_dowjones,high_dowjones,low_dowjones,vol_dowjones,change_dowjones,price_nasdaq,open_nasdaq,high_nasdaq,low_nasdaq,vol_nasdaq,change_nasdaq,price_sp,open_sp,high_sp,low_sp,change_sp,trend_bitcoins
447,2020-01-23,8405.1,8678.5,8687.3,8309.6,722.67,3.15,29160.09,29111.02,29190.47,28966.98,307.06,0.09,9402.48,9377.72,9409.2,9334.13,611.04,0.2,3325.54,3315.77,3326.88,3301.87,0.11,60.0
448,2020-01-22,8678.5,8733.0,8805.4,8610.8,509.06,0.62,29186.27,29263.63,29320.2,29172.26,283.44,0.03,9383.77,9413.61,9439.29,9375.13,580.34,0.14,3321.75,3330.02,3337.77,3320.04,0.03,68.0
449,2020-01-21,8732.6,8642.0,8770.3,8524.0,540.2,1.05,29196.04,29269.05,29341.21,29146.47,320.64,0.52,9370.81,9361.07,9397.58,9350.2,691.6,0.19,3320.79,3321.03,3329.79,3316.61,0.27,73.0
450,2020-01-20,8641.9,8705.7,8740.1,8539.2,599.06,0.74,29348.1,29313.31,29373.62,29289.91,336.87,0.17,9388.94,9392.37,9393.48,9346.81,659.47,0.34,3329.62,3323.66,3329.88,3318.86,0.39,48.0
451,2020-01-19,8706.2,8916.3,9183.7,8552.8,975.01,2.36,29348.1,29313.31,29373.62,29289.91,336.87,0.17,9388.94,9392.37,9393.48,9346.81,659.47,0.34,3329.62,3323.66,3329.88,3318.86,0.39,69.0
452,2020-01-18,8916.3,8913.0,8982.3,8814.6,627.74,0.04,29348.1,29313.31,29373.62,29289.91,336.87,0.17,9388.94,9392.37,9393.48,9346.81,659.47,0.34,3329.62,3323.66,3329.88,3318.86,0.39,47.0
453,2020-01-17,8913.1,8726.7,9005.1,8675.9,794.11,2.13,29348.1,29313.31,29373.62,29289.91,336.87,0.17,9388.94,9392.37,9393.48,9346.81,659.47,0.34,3329.62,3323.66,3329.88,3318.86,0.39,81.0
454,2020-01-16,8726.9,8818.1,8850.0,8605.8,748.32,1.04,29297.64,29131.95,29300.32,29131.95,252.11,0.92,9357.13,9313.44,9357.92,9301.32,567.15,1.06,3316.81,3302.97,3317.11,3302.82,0.84,70.0
455,2020-01-15,8818.3,8827.9,8904.0,8615.5,1.17,0.12,29030.22,28901.8,29127.59,28897.35,263.43,0.31,9258.69,9253.76,9298.82,9231.14,584.77,0.08,3289.29,3282.27,3298.66,3280.69,0.19,60.0
456,2020-01-14,8829.2,8111.2,8898.7,8111.2,1.48,8.85,28939.67,28895.5,29054.16,28872.27,296.04,0.11,9251.33,9270.61,9298.33,9226.49,624.22,0.24,3283.15,3285.35,3294.25,3277.19,0.15,70.0
457,2020-01-13,8111.4,8188.3,8196.7,8068.4,610.66,0.93,28907.05,28869.01,28909.91,28819.43,263.02,0.29,9273.93,9213.72,9274.49,9193.06,605.16,1.04,3288.13,3271.13,3288.13,3268.43,0.7,52.0
458,2020-01-12,8187.6,8023.3,8189.9,7973.1,595.22,2.04,28823.77,28977.52,29009.07,28789.1,239.17,0.46,9178.86,9232.94,9235.2,9164.66,585.08,0.27,3265.35,3281.81,3282.99,3260.86,0.29,62.0
459,2020-01-11,8024.1,8187.8,8262.9,8008.4,776.75,1.99,28823.77,28977.52,29009.07,28789.1,239.17,0.46,9178.86,9232.94,9235.2,9164.66,585.08,0.27,3265.35,3281.81,3282.99,3260.86,0.29,49.0
460,2020-01-10,8187.1,7842.5,8187.4,7697.7,1.05,4.4,28823.77,28977.52,29009.07,28789.1,239.17,0.46,9178.86,9232.94,9235.2,9164.66,585.08,0.27,3265.35,3281.81,3282.99,3260.86,0.29,39.0
461,2020-01-09,7842.4,8060.0,8065.9,7779.2,786.5,2.7,28956.9,28851.97,28988.01,28844.31,282.85,0.74,9203.43,9202.27,9215.95,9158.5,601.33,0.81,3274.7,3266.03,3275.58,3263.67,0.67,48.0
462,2020-01-08,8059.6,8154.2,8436.4,7900.8,1.19,1.18,28745.09,28556.14,28866.18,28522.51,296.43,0.56,9129.24,9068.03,9168.89,9059.38,595.81,0.67,3253.05,3238.59,3267.07,3236.67,0.49,54.0
463,2020-01-07,8155.7,7759.1,8182.0,7754.1,1.01,5.11,28583.68,28639.18,28685.5,28565.28,266.68,0.42,9068.58,9076.65,9091.93,9042.55,552.23,0.03,3237.18,3241.86,3244.91,3232.43,0.28,52.0
464,2020-01-06,7759.1,7372.6,7783.1,7366.7,786.75,5.24,28703.38,28465.5,28708.02,28418.63,261.81,0.24,9071.47,8943.5,9072.41,8943.5,690.23,0.56,3246.28,3217.55,3246.84,3214.64,0.35,56.0
465,2020-01-05,7372.5,7376.8,7501.0,7345.6,628.14,0.06,28634.88,28553.33,28716.31,28500.36,239.59,0.81,9020.77,8976.43,9065.76,8976.43,618.55,0.79,3234.85,3226.36,3246.15,3222.34,0.71,44.0
466,2020-01-04,7376.8,7345.1,7433.1,7291.4,523.91,0.46,28634.88,28553.33,28716.31,28500.36,239.59,0.81,9020.77,8976.43,9065.76,8976.43,618.55,0.79,3234.85,3226.36,3246.15,3222.34,0.71,54.0
467,2020-01-03,7343.1,6967.1,7402.9,6884.1,936.29,5.4,28634.88,28553.33,28716.31,28500.36,239.59,0.81,9020.77,8976.43,9065.76,8976.43,618.55,0.79,3234.85,3226.36,3246.15,3222.34,0.71,47.0
468,2020-01-02,6967.0,7199.7,7209.6,6901.4,632.78,3.23,28868.8,28638.97,28872.8,28627.77,254.29,1.16,9092.19,9039.46,9093.43,9010.89,654.95,1.33,3257.85,3244.67,3258.14,3235.53,0.84,67.0
469,2020-01-01,7199.8,7196.4,7259.4,7180.0,420.28,0.05,28538.44,28414.64,28547.35,28376.49,193.34,0.27,8972.6,8918.74,8975.35,8912.77,554.99,0.3,3230.78,3215.18,3231.72,3212.03,0.29,40.0
470,2019-12-31,7196.4,7261.5,7331.0,7167.4,586.6,0.9,28538.44,28414.64,28547.35,28376.49,193.34,0.27,8972.6,8918.74,8975.35,8912.77,554.99,0.3,3230.78,3215.18,3231.72,3212.03,0.29,30.0
471,2019-12-30,7261.8,7397.5,7420.9,7244.1,606.11,1.84,28462.14,28654.76,28664.69,28428.98,185.07,0.64,8945.99,9004.45,9006.36,8909.19,483.98,0.67,3221.29,3240.09,3240.92,3216.57,0.58,29.0
472,2019-12-29,7397.5,7321.6,7518.9,7303.0,611.69,1.04,28645.26,28675.34,28701.66,28608.98,184.93,0.08,9006.62,9049.47,9052.0,8987.32,443.17,0.17,3240.02,3247.23,3247.93,3234.37,0.0,30.0
473,2019-12-28,7321.5,7261.9,7375.9,7256.5,610.96,0.82,28645.26,28675.34,28701.66,28608.98,184.93,0.08,9006.62,9049.47,9052.0,8987.32,443.17,0.17,3240.02,3247.23,3247.93,3234.37,0.0,38.0
474,2019-12-27,7261.7,7210.8,7293.8,7128.5,718.07,0.7,28645.26,28675.34,28701.66,28608.98,184.93,0.08,9006.62,9049.47,9052.0,8987.32,443.17,0.17,3240.02,3247.23,3247.93,3234.37,0.0,28.0
475,2019-12-26,7210.9,7225.0,7414.3,7177.3,795.09,0.19,28621.39,28539.46,28624.1,28535.15,155.97,0.37,9022.39,8970.21,9022.46,8968.45,394.33,0.78,3239.91,3227.2,3240.08,3227.2,0.51,36.0
476,2019-12-25,7224.8,7268.3,7542.4,7150.9,625.41,0.6,28515.45,28572.57,28576.8,28503.21,95.29,0.13,8952.88,8955.01,8957.12,8934.36,248.97,0.08,3223.38,3225.45,3226.43,3220.51,0.02,27.0
477,2019-12-24,7268.3,7322.4,7433.2,7185.7,785.54,0.74,28515.45,28572.57,28576.8,28503.21,95.29,0.13,8952.88,8955.01,8957.12,8934.36,248.97,0.08,3223.38,3225.45,3226.43,3220.51,0.02,31.0
478,2019-12-23,7322.8,7496.2,7684.0,7276.2,952.16,2.31,28551.53,28491.78,28582.49,28491.78,233.47,0.34,8945.65,8950.2,8956.64,8934.55,510.23,0.23,3224.01,3226.05,3227.78,3222.3,0.09,31.0
479,2019-12-22,7495.8,7156.3,7501.1,7142.0,677.94,4.74,28455.09,28608.64,28608.64,28445.6,603.78,0.28,8924.95,8911.84,8931.91,8901.87,1.6,0.42,3221.22,3223.33,3225.65,3216.03,0.49,23.0
480,2019-12-21,7156.2,7196.4,7197.6,7129.6,468.74,0.56,28455.09,28608.64,28608.64,28445.6,603.78,0.28,8924.95,8911.84,8931.91,8901.87,1.6,0.42,3221.22,3223.33,3225.65,3216.03,0.49,27.0
481,2019-12-20,7196.4,7165.5,7218.4,7107.7,627.04,0.43,28455.09,28608.64,28608.64,28445.6,603.78,0.28,8924.95,8911.84,8931.91,8901.87,1.6,0.42,3221.22,3223.33,3225.65,3216.03,0.49,34.0
482,2019-12-19,7165.5,7276.4,7354.0,7039.3,778.72,1.52,28376.96,28278.31,28381.48,28278.24,262.57,0.49,8887.22,8838.97,8888.13,8838.97,629.57,0.67,3205.37,3192.32,3205.48,3192.32,0.45,37.0
483,2019-12-18,7276.0,6613.5,7387.7,6462.2,1.14,10.02,28239.28,28291.44,28323.25,28239.28,289.89,0.1,8827.74,8834.65,8848.76,8820.42,680.42,0.05,3191.14,3195.21,3198.48,3191.14,0.04,26.0
484,2019-12-17,6613.3,6903.5,6943.5,6575.0,894.55,4.2,28267.16,28221.75,28328.63,28220.56,286.77,0.11,8823.36,8829.47,8831.99,8804.6,594.89,0.1,3192.52,3195.4,3198.22,3191.03,0.03,30.0
485,2019-12-16,6903.5,7128.5,7153.1,6864.6,689.56,3.16,28235.89,28191.67,28337.49,28191.67,286.77,0.36,8814.23,8791.31,8833.45,8789.77,632.71,0.91,3191.45,3183.63,3197.71,3183.63,0.71,25.0
486,2019-12-15,7128.5,7080.8,7175.8,7033.8,492.58,0.67,28135.38,28123.64,28290.73,28028.32,254.81,0.01,8734.88,8713.91,8768.87,8697.58,543.98,0.2,3168.8,3166.65,3182.68,3156.51,0.01,28.0
487,2019-12-14,7080.8,7255.2,7267.4,7043.3,524.56,2.4,28135.38,28123.64,28290.73,28028.32,254.81,0.01,8734.88,8713.91,8768.87,8697.58,543.98,0.2,3168.8,3166.65,3182.68,3156.51,0.01,26.0
488,2019-12-13,7255.2,7208.4,7288.0,7200.3,503.49,0.65,28135.38,28123.64,28290.73,28028.32,254.81,0.01,8734.88,8713.91,8768.87,8697.58,543.98,0.2,3168.8,3166.65,3182.68,3156.51,0.01,33.0
489,2019-12-12,7208.0,7208.0,7272.4,7124.6,611.8,0.0,28132.05,27898.34,28224.95,27859.87,277.74,0.79,8717.32,8645.36,8745.82,8633.6,588.22,0.73,3168.57,3141.23,3176.28,3138.47,0.86,45.0
490,2019-12-11,7208.0,7235.8,7284.4,7168.8,518.4,0.38,27911.3,27867.31,27925.5,27801.8,221.7,0.11,8654.05,8631.12,8658.48,8622.35,486.22,0.44,3141.63,3135.75,3143.98,3133.21,0.29,44.0
491,2019-12-10,7235.7,7356.2,7400.3,7192.1,609.5,1.63,27881.72,27900.65,27949.02,27804.0,215.81,0.1,8616.18,8623.56,8650.76,8600.82,515.36,0.07,3132.52,3135.36,3142.12,3126.09,0.11,14.0
492,2019-12-09,7355.8,7524.8,7626.0,7321.6,648.66,2.24,27909.6,27987.05,28010.42,27906.14,219.07,0.38,8621.83,8650.86,8678.85,8619.77,547.63,0.4,3135.96,3141.86,3148.87,3135.46,0.32,33.0
493,2019-12-08,7524.4,7510.8,7576.4,7416.7,499.04,0.18,28015.06,27839.68,28035.85,27839.68,224.83,1.22,8656.53,8634.25,8665.44,8630.58,527.65,1.0,3145.91,3134.62,3150.6,3134.62,0.91,37.0
494,2019-12-07,7510.9,7530.4,7595.7,7489.6,557.14,0.26,28015.06,27839.68,28035.85,27839.68,224.83,1.22,8656.53,8634.25,8665.44,8630.58,527.65,1.0,3145.91,3134.62,3150.6,3134.62,0.91,35.0
495,2019-12-06,7530.8,7399.2,7552.1,7329.8,706.1,1.78,28015.06,27839.68,28035.85,27839.68,224.83,1.22,8656.53,8634.25,8665.44,8630.58,527.65,1.0,3145.91,3134.62,3150.6,3134.62,0.91,26.0
496,2019-12-05,7399.2,7204.6,7476.3,7184.0,780.78,2.7,27677.79,27736.05,27745.2,27562.8,219.99,0.1,8570.7,8587.93,8588.89,8541.92,536.69,0.05,3117.43,3119.21,3119.45,3103.76,0.15,37.0
497,2019-12-04,7204.4,7291.9,7702.2,7113.6,971.75,1.2,27649.78,27634.63,27727.45,27612.08,218.2,0.53,8566.67,8557.44,8584.88,8552.38,571.97,0.54,3112.76,3103.5,3119.38,3102.53,0.63,36.0
498,2019-12-03,7291.8,7298.1,7389.4,7227.1,548.77,0.09,27502.81,27501.98,27524.74,27325.13,275.35,1.01,8520.64,8460.72,8523.98,8435.4,599.92,0.55,3093.2,3087.41,3094.97,3070.33,0.66,34.0
499,2019-12-02,7298.2,7395.9,7433.8,7173.6,687.78,1.33,27783.04,28109.74,28109.84,27782.35,236.61,0.96,8567.99,8672.84,8672.84,8540.16,559.26,1.12,3113.87,3143.85,3144.31,3110.78,0.86,44.0
500,2019-12-01,7396.4,7546.5,7546.5,7244.4,777.0,1.99,28051.41,28103.16,28119.51,28042.53,122.62,0.4,8665.47,8682.01,8697.33,8664.03,303.12,0.46,3140.98,3147.18,3150.3,3139.34,0.4,34.0
501,2019-11-30,7546.6,7742.7,7787.7,7472.7,650.6,2.53,28051.41,28103.16,28119.51,28042.53,122.62,0.4,8665.47,8682.01,8697.33,8664.03,303.12,0.46,3140.98,3147.18,3150.3,3139.34,0.4,33.0
502,2019-11-29,7742.7,7426.6,7825.3,7412.3,766.71,4.26,28051.41,28103.16,28119.51,28042.53,122.62,0.4,8665.47,8682.01,8697.33,8664.03,303.12,0.46,3140.98,3147.18,3150.3,3139.34,0.4,45.0
503,2019-11-28,7426.7,7510.6,7639.5,7380.6,737.58,1.12,28164.0,28156.47,28174.97,28075.23,198.21,0.15,8705.17,8669.59,8705.91,8662.58,436.37,0.66,3153.63,3145.49,3154.26,3143.41,0.42,22.0
504,2019-11-27,7510.6,7162.8,7636.9,6875.4,996.49,4.86,28164.0,28156.47,28174.97,28075.23,198.21,0.15,8705.17,8669.59,8705.91,8662.58,436.37,0.66,3153.63,3145.49,3154.26,3143.41,0.42,43.0
505,2019-11-26,7162.8,7115.5,7329.5,7045.1,844.27,0.66,28121.68,28080.75,28146.02,28042.21,329.8,0.2,8647.93,8635.4,8659.73,8625.62,739.47,0.18,3140.52,3134.85,3142.69,3131.0,0.22,43.0
506,2019-11-25,7115.6,6924.7,7352.8,6534.8,1.29,2.76,28066.47,27917.77,28068.69,27917.77,248.42,0.68,8632.49,8559.65,8633.15,8559.65,575.98,1.32,3133.64,3117.44,3133.83,3117.44,0.75,25.0
507,2019-11-24,6924.7,7325.0,7344.1,6894.9,904.5,5.45,27875.62,27831.23,27898.46,27773.98,218.58,0.39,8519.89,8530.54,8535.46,8477.49,459.67,0.16,3110.29,3111.41,3112.87,3099.26,0.22,36.0
508,2019-11-23,7324.1,7271.6,7342.5,7093.7,783.18,0.71,27875.62,27831.23,27898.46,27773.98,218.58,0.39,8519.89,8530.54,8535.46,8477.49,459.67,0.16,3110.29,3111.41,3112.87,3099.26,0.22,24.0
509,2019-11-22,7272.5,7627.9,7700.9,6818.5,1.41,4.66,27875.62,27831.23,27898.46,27773.98,218.58,0.39,8519.89,8530.54,8535.46,8477.49,459.67,0.16,3110.29,3111.41,3112.87,3099.26,0.22,37.0
510,2019-11-21,7627.9,8099.4,8129.6,7519.7,891.5,5.82,27766.29,27820.28,27828.33,27708.34,232.02,0.2,8506.21,8527.87,8530.73,8487.29,520.65,0.24,3103.54,3108.49,3110.11,3094.55,0.16,47.0
511,2019-11-20,8099.3,8145.7,8223.0,8074.2,607.27,0.57,27821.09,27879.55,27897.28,27675.28,260.24,0.4,8526.73,8543.57,8578.27,8468.63,771.51,0.51,3108.46,3114.66,3118.97,3091.41,0.38,38.0
512,2019-11-19,8145.7,8207.7,8245.6,8032.8,654.27,0.76,27934.02,28079.76,28090.21,27894.52,256.62,0.36,8570.66,8578.02,8589.76,8536.73,533.69,0.24,3120.18,3127.45,3127.64,3113.47,0.06,26.0
513,2019-11-18,8208.4,8510.3,8516.3,8110.4,692.6,3.54,28036.22,27993.22,28040.97,27969.24,252.32,0.11,8549.94,8529.16,8559.78,8503.62,523.43,0.11,3122.03,3117.91,3124.17,3112.06,0.05,26.0
514,2019-11-17,8509.8,8497.4,8631.7,8413.0,531.22,0.15,28004.89,27843.54,28004.89,27843.54,288.91,0.8,8540.83,8524.48,8540.83,8506.8,588.62,0.73,3120.46,3107.92,3120.46,3104.6,0.77,38.0
515,2019-11-16,8497.3,8476.2,8532.8,8450.7,471.16,0.25,28004.89,27843.54,28004.89,27843.54,288.91,0.8,8540.83,8524.48,8540.83,8506.8,588.62,0.73,3120.46,3107.92,3120.46,3104.6,0.77,29.0
516,2019-11-15,8476.3,8660.8,8761.8,8437.1,653.71,2.13,28004.89,27843.54,28004.89,27843.54,288.91,0.8,8540.83,8524.48,8540.83,8506.8,588.62,0.73,3120.46,3107.92,3120.46,3104.6,0.77,29.0
517,2019-11-14,8661.2,8782.9,8799.8,8615.8,515.43,1.39,27781.96,27757.2,27800.71,27676.97,303.97,0.01,8479.02,8461.06,8485.36,8441.58,499.4,0.04,3096.63,3090.75,3098.2,3083.26,0.08,38.0
518,2019-11-13,8783.1,8813.2,8829.7,8721.1,454.33,0.33,27783.59,27622.04,27806.4,27587.2,278.39,0.33,8482.1,8455.02,8496.9,8451.34,521.49,0.05,3094.04,3084.18,3098.06,3078.8,0.07,35.0
519,2019-11-12,8812.6,8737.4,8841.2,8615.7,575.16,0.87,27691.49,27701.59,27770.86,27635.32,213.67,0.0,8486.09,8471.07,8514.84,8462.99,491.23,0.26,3091.84,3089.28,3102.61,3084.73,0.16,41.0
520,2019-11-11,8736.9,9036.9,9066.4,8649.4,601.16,3.32,27691.49,27580.66,27714.39,27517.67,204.62,0.04,8464.28,8431.26,8467.29,8425.49,435.56,0.13,3087.01,3080.33,3088.33,3075.82,0.2,49.0
521,2019-11-10,9036.8,8804.7,9092.9,8763.5,581.57,2.64,27681.24,27686.2,27694.95,27578.97,222.79,0.02,8475.31,8422.67,8475.57,8405.89,508.33,0.48,3093.08,3081.25,3093.09,3073.58,0.26,32.0
522,2019-11-09,8804.5,8778.1,8877.5,8746.9,512.02,0.3,27681.24,27686.2,27694.95,27578.97,222.79,0.02,8475.31,8422.67,8475.57,8405.89,508.33,0.48,3093.08,3081.25,3093.09,3073.58,0.26,34.0
523,2019-11-08,8778.2,9223.6,9254.8,8722.4,791.79,4.83,27681.24,27686.2,27694.95,27578.97,222.79,0.02,8475.31,8422.67,8475.57,8405.89,508.33,0.48,3093.08,3081.25,3093.09,3073.58,0.26,34.0
524,2019-11-07,9223.5,9339.2,9367.0,9130.0,603.54,1.24,27674.8,27590.16,27774.67,27590.16,263.58,0.66,8434.52,8455.11,8483.16,8415.87,618.39,0.28,3085.18,3087.02,3097.77,3080.23,0.27,29.0
525,2019-11-06,9338.9,9311.2,9424.6,9262.7,578.03,0.3,27492.56,27502.74,27526.05,27407.81,243.19,0.0,8410.63,8426.57,8426.57,8379.33,584.19,0.29,3076.78,3075.1,3078.34,3065.89,0.07,42.0
526,2019-11-05,9310.8,9396.1,9452.7,9193.9,653.42,0.91,27492.63,27500.23,27560.36,27453.55,293.96,0.11,8434.68,8446.62,8457.39,8421.05,559.52,0.02,3074.62,3080.8,3083.95,3072.15,0.12,41.0
527,2019-11-04,9396.4,9198.7,9500.4,9134.1,681.01,2.15,27462.11,27402.06,27517.58,27402.06,273.03,0.42,8433.2,8445.5,8451.37,8421.3,555.69,0.56,3078.27,3078.96,3085.2,3074.87,0.37,43.0
528,2019-11-03,9198.3,9300.5,9359.1,9095.0,536.56,1.1,27347.36,27142.95,27347.43,27142.95,272.07,1.11,8386.4,8335.05,8386.75,8326.56,519.42,1.13,3066.91,3050.72,3066.95,3050.72,0.97,34.0
529,2019-11-02,9300.6,9230.3,9356.7,9201.2,570.74,0.76,27347.36,27142.95,27347.43,27142.95,272.07,1.11,8386.4,8335.05,8386.75,8326.56,519.42,1.13,3066.91,3050.72,3066.95,3050.72,0.97,24.0
530,2019-11-01,9230.1,9153.1,9270.4,9057.2,689.65,0.85,27347.36,27142.95,27347.43,27142.95,272.07,1.11,8386.4,8335.05,8386.75,8326.56,519.42,1.13,3066.91,3050.72,3066.95,3050.72,0.97,24.0
531,2019-10-31,9152.6,9157.9,9378.9,8959.6,798.93,0.06,27046.23,27188.37,27188.37,26918.29,273.83,0.52,8292.36,8314.38,8321.8,8248.81,608.63,0.14,3037.56,3046.9,3046.9,3023.19,0.3,34.0
532,2019-10-30,9157.9,9411.3,9411.3,9018.4,789.73,2.69,27186.69,27110.71,27204.36,26999.64,231.75,0.43,8303.98,8284.28,8315.5,8241.7,484.37,0.33,3046.77,3039.74,3050.1,3025.96,0.33,42.0
533,2019-10-29,9411.3,9206.5,9531.3,9125.3,918.48,2.22,27071.42,27061.07,27165.94,27039.76,269.61,0.07,8276.85,8313.35,8319.29,8275.14,468.38,0.59,3036.89,3035.39,3047.87,3034.81,0.08,43.0
534,2019-10-28,9207.2,9530.1,9866.9,9202.5,1.04,3.38,27090.72,27040.33,27167.88,27028.71,290.77,0.49,8325.99,8285.77,8335.56,8285.27,488.91,1.01,3039.42,3032.12,3044.08,3032.12,0.56,27.0
535,2019-10-27,9529.6,9230.6,9773.2,9081.0,1.16,3.24,26958.06,26789.61,27015.37,26765.68,274.61,0.57,8243.12,8150.59,8249.97,8150.59,475.98,0.7,3022.55,3003.32,3027.39,3001.94,0.41,40.0
536,2019-10-26,9230.6,8658.4,10540.0,8061.8,1.78,6.61,26958.06,26789.61,27015.37,26765.68,274.61,0.57,8243.12,8150.59,8249.97,8150.59,475.98,0.7,3022.55,3003.32,3027.39,3001.94,0.41,50.0
537,2019-10-25,8658.3,7422.8,8697.7,7404.9,1.18,16.65,26958.06,26789.61,27015.37,26765.68,274.61,0.57,8243.12,8150.59,8249.97,8150.59,475.98,0.7,3022.55,3003.32,3027.39,3001.94,0.41,33.0
538,2019-10-24,7422.7,7476.8,7501.5,7366.3,586.49,0.73,26805.53,26893.93,26931.78,26714.34,259.64,0.11,8185.8,8180.04,8187.84,8137.66,468.72,0.81,3010.29,3014.78,3016.07,3000.42,0.19,41.0
539,2019-10-23,7477.0,8031.0,8055.0,7329.2,892.08,6.9,26833.95,26835.24,26896.89,26745.0,247.68,0.17,8119.79,8090.24,8122.89,8078.35,457.42,0.19,3004.52,2994.01,3004.78,2991.21,0.28,47.0
540,2019-10-22,8031.4,8207.4,8289.1,8017.7,570.39,2.15,26788.1,26850.43,26946.64,26782.61,265.51,0.15,8104.3,8188.12,8194.62,8101.98,463.31,0.72,2995.99,3010.73,3014.57,2995.04,0.36,46.0
541,2019-10-21,8208.2,8224.1,8315.3,8155.7,489.4,0.18,26827.64,26852.67,26852.67,26747.62,241.03,0.21,8162.99,8137.42,8164.14,8117.26,482.28,0.91,3006.72,2996.48,3007.33,2995.35,0.69,35.0
542,2019-10-20,8223.4,7957.4,8288.5,7889.6,513.91,3.34,26770.2,27004.49,27018.25,26770.13,293.61,0.95,8089.54,8149.85,8157.36,8045.38,559.75,0.83,2986.2,2996.84,3000.0,2976.31,0.39,31.0
543,2019-10-19,7957.3,7948.3,8060.2,7892.4,428.83,0.11,26770.2,27004.49,27018.25,26770.13,293.61,0.95,8089.54,8149.85,8157.36,8045.38,559.75,0.83,2986.2,2996.84,3000.0,2976.31,0.39,34.0
544,2019-10-18,7948.5,8073.3,8116.4,7842.0,505.79,1.55,26770.2,27004.49,27018.25,26770.13,293.61,0.95,8089.54,8149.85,8157.36,8045.38,559.75,0.83,2986.2,2996.84,3000.0,2976.31,0.39,35.0
545,2019-10-17,8073.3,8000.4,8118.2,7944.4,444.95,0.91,27025.88,27032.38,27112.16,26970.29,225.06,0.09,8156.85,8176.91,8183.64,8131.25,488.85,0.4,2997.95,3000.77,3008.29,2991.79,0.28,31.0
546,2019-10-16,8000.4,8167.1,8185.9,7929.8,538.92,2.04,27001.98,26972.31,27058.34,26943.29,218.24,0.08,8124.18,8119.81,8146.15,8103.38,470.3,0.3,2989.69,2989.68,2997.54,2985.2,0.2,39.0
547,2019-10-15,8167.2,8353.4,8400.2,8139.5,469.73,2.23,27024.8,26811.2,27120.11,26811.2,247.48,0.89,8148.71,8074.85,8166.18,8071.81,447.4,1.24,2995.68,2973.61,3003.28,2973.61,1.0,31.0
548,2019-10-14,8353.3,8281.3,8374.3,8222.2,505.02,0.87,26787.36,26766.43,26874.33,26749.18,178.62,0.11,8048.65,8044.35,8069.85,8036.41,380.78,0.1,2966.15,2965.81,2972.84,2962.94,0.14,30.0
549,2019-10-13,8281.5,8304.3,8450.2,8190.6,419.87,0.28,26816.59,26694.2,27013.97,26694.2,283.53,1.21,8057.04,8047.34,8115.8,8046.8,549.19,1.34,2970.27,2963.07,2993.28,2963.07,1.09,37.0
550,2019-10-12,8304.4,8267.6,8394.8,8260.9,424.02,0.44,26816.59,26694.2,27013.97,26694.2,283.53,1.21,8057.04,8047.34,8115.8,8046.8,549.19,1.34,2970.27,2963.07,2993.28,2963.07,1.09,30.0
551,2019-10-11,8267.8,8562.2,8751.1,8249.7,667.86,3.44,26816.59,26694.2,27013.97,26694.2,283.53,1.21,8057.04,8047.34,8115.8,8046.8,549.19,1.34,2970.27,2963.07,2993.28,2963.07,1.09,28.0
552,2019-10-10,8562.3,8566.8,8638.5,8438.7,511.46,0.05,26496.67,26317.35,26603.31,26314.51,217.68,0.57,7950.77,7904.56,7982.85,7899.81,451.97,0.6,2938.13,2918.55,2948.46,2917.12,0.64,41.0
553,2019-10-09,8566.7,8180.1,8655.9,8122.7,636.43,4.69,26346.01,26308.23,26424.31,26249.75,191.75,0.7,7903.73,7895.96,7930.91,7873.52,391.06,1.02,2919.4,2911.1,2929.32,2907.41,0.91,40.0
554,2019-10-08,8182.9,8198.5,8323.1,8118.1,469.04,0.19,26164.04,26276.59,26421.81,26139.8,251.42,1.19,7823.76,7898.27,7921.88,7823.73,478.69,1.67,2893.06,2920.4,2925.47,2892.66,1.56,31.0
555,2019-10-07,8198.6,7882.6,8293.5,7797.0,604.74,4.02,26478.02,26502.33,26655.84,26424.54,197.51,0.36,7956.28,7956.41,8013.31,7942.08,477.67,0.33,2938.79,2944.23,2959.75,2935.68,0.45,42.0
556,2019-10-06,7881.9,8127.3,8145.5,7834.9,448.8,3.02,26573.72,26271.7,26590.74,26271.7,224.49,1.42,7982.46,7908.44,7986.62,7899.39,443.55,1.4,2952.01,2918.56,2953.74,2918.56,1.42,35.0
557,2019-10-05,8127.3,8148.0,8185.1,8030.6,360.92,0.25,26573.72,26271.7,26590.74,26271.7,224.49,1.42,7982.46,7908.44,7986.62,7899.39,443.55,1.4,2952.01,2918.56,2953.74,2918.56,1.42,15.0
558,2019-10-04,8148.1,8227.6,8233.6,8041.4,416.92,0.96,26573.72,26271.7,26590.74,26271.7,224.49,1.42,7982.46,7908.44,7986.62,7899.39,443.55,1.4,2952.01,2918.56,2953.74,2918.56,1.42,35.0
559,2019-10-03,8226.9,8363.6,8391.7,8090.1,460.97,1.64,26201.04,26039.02,26205.2,25743.46,249.02,0.47,7872.25,7787.02,7872.27,7700.0,518.32,1.12,2910.63,2885.38,2911.13,2855.94,0.8,46.0
560,2019-10-02,8364.1,8302.7,8374.0,8167.7,405.86,0.74,26078.62,26425.86,26438.04,25974.12,312.73,1.86,7785.23,7851.13,7852.7,7744.95,629.68,1.56,2887.61,2924.78,2924.78,2874.93,1.79,44.0
